180.76.4.52 - - [02/Jan/2015:00:02:04 -0500] "GET / HTTP/1.1" 301 294 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
62.28.237.230 - - [02/Jan/2015:06:50:56 -0500] "GET / HTTP/1.1" 200 22480 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
91.200.12.66 - - [02/Jan/2015:07:05:52 -0500] "GET /contact/ HTTP/1.1" 200 22344 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
91.200.12.66 - - [02/Jan/2015:07:05:55 -0500] "POST /contact/ HTTP/1.1" 200 22925 "http://jonathas.com/contact/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
91.200.12.66 - - [02/Jan/2015:07:05:57 -0500] "GET /contact/ HTTP/1.1" 200 22290 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
66.249.67.147 - - [02/Jan/2015:07:09:27 -0500] "GET /robots.txt HTTP/1.1" 200 407 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.67.147 - - [02/Jan/2015:07:09:27 -0500] "GET /feed/ HTTP/1.1" 304 187 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
37.57.25.225 - - [02/Jan/2015:07:10:36 -0500] "GET /wp-update.php HTTP/1.0" 404 19716 "http://jonathas.com/wp-update.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90)"
203.82.36.110 - - [02/Jan/2015:07:11:09 -0500] "GET /tmUnblock.cgi HTTP/1.1" 400 399 "-" "-"
198.199.68.18 - - [02/Jan/2015:07:13:00 -0500] "GET / HTTP/1.1" 200 22536 "-" "CRAZYWEBCRAWLER 0.9.2, http://www.crazywebcrawler.com"
216.92.155.49 - - [02/Jan/2015:07:20:38 -0500] "POST /wp-cron.php?doing_wp_cron=1420201237.9567389488220214843750 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
193.104.41.186 - - [02/Jan/2015:07:20:37 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
5.39.218.153 - - [02/Jan/2015:07:37:49 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
5.39.218.153 - - [02/Jan/2015:07:37:50 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
193.104.41.186 - - [02/Jan/2015:07:40:40 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
66.249.64.171 - - [02/Jan/2015:07:52:44 -0500] "GET /robots.txt HTTP/1.1" 200 407 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.179 - - [02/Jan/2015:07:52:44 -0500] "GET /feed/ HTTP/1.1" 200 41302 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.4.93 - - [02/Jan/2015:07:53:21 -0500] "GET / HTTP/1.1" 200 24505 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
193.104.41.186 - - [02/Jan/2015:07:55:38 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:08:00:45 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:08:00:46 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
46.39.85.211 - - [02/Jan/2015:08:01:18 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
46.39.85.211 - - [02/Jan/2015:08:01:18 -0500] "POST /wp-login.php HTTP/1.1" 200 6295 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
91.200.12.66 - - [02/Jan/2015:08:06:07 -0500] "GET /contact/ HTTP/1.1" 200 22344 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
91.200.12.66 - - [02/Jan/2015:08:06:08 -0500] "GET /contact/ HTTP/1.1" 200 22344 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
91.200.12.66 - - [02/Jan/2015:08:06:11 -0500] "POST /contact/ HTTP/1.1" 200 22930 "http://jonathas.com/contact/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
91.200.12.66 - - [02/Jan/2015:08:06:12 -0500] "POST /contact/ HTTP/1.1" 200 23137 "http://jonathas.com/contact/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
91.200.12.66 - - [02/Jan/2015:08:06:13 -0500] "GET /contact/ HTTP/1.1" 200 22286 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
91.200.12.66 - - [02/Jan/2015:08:06:15 -0500] "GET /contact/ HTTP/1.1" 200 22290 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
216.92.155.49 - - [02/Jan/2015:08:16:14 -0500] "POST /wp-cron.php?doing_wp_cron=1420204574.4207220077514648437500 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
66.249.64.171 - - [02/Jan/2015:08:16:13 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
128.214.224.188 - - [02/Jan/2015:08:17:09 -0500] "GET /robots.txt HTTP/1.0" 206 380 "-" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:17:17 -0500] "GET /tag/cms/ HTTP/1.0" 200 19856 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:17:48 -0500] "GET /tag/ruby/ HTTP/1.0" 200 19453 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:17:56 -0500] "GET /tag/freebsd/ HTTP/1.0" 200 20531 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:18:06 -0500] "GET /tag/cmd/ HTTP/1.0" 200 19394 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:18:17 -0500] "GET /tag/s3/ HTTP/1.0" 200 20398 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:18:39 -0500] "GET /tag/dropbox/ HTTP/1.0" 200 20418 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:19:11 -0500] "GET /tag/sql-server/ HTTP/1.0" 200 20430 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:19:40 -0500] "GET /tag/sendmail/ HTTP/1.0" 200 20535 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
128.214.224.188 - - [02/Jan/2015:08:20:02 -0500] "GET /tag/ec2/ HTTP/1.0" 200 20118 "http://jonathas.com/projects/" "Mozilla/5.0 (compatible; sukibot_heritrix/3.1.1 +http://suki.ling.helsinki.fi/eng/webmasters.html)"
146.0.73.133 - - [02/Jan/2015:08:31:38 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
146.0.73.133 - - [02/Jan/2015:08:31:39 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
157.55.39.62 - - [02/Jan/2015:08:32:26 -0500] "GET / HTTP/1.1" 200 22536 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
193.104.41.186 - - [02/Jan/2015:08:35:40 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
201.7.219.246 - - [02/Jan/2015:08:36:36 -0500] "GET / HTTP/1.1" 301 305 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:38 -0500] "GET / HTTP/1.1" 200 22536 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:41 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3090 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:41 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:41 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:41 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 486 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:41 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1566 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1055 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 812 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 597 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 773 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1055 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 486 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1566 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 813 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:42 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shCore.css HTTP/1.1" 200 2242 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shThemeDefault.css HTTP/1.1" 200 1408 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shThemeDefault.css HTTP/1.1" 200 1407 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-content/uploads/shadowbox-js/3127eaded490136b0312be18eec12387.js?ver=3.0.3 HTTP/1.1" 200 42188 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122 HTTP/1.1" 200 1696 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:43 -0500] "GET /wp-includes/js/comment-reply.min.js?ver=4.0.1 HTTP/1.1" 200 1074 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:44 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1" 200 15567 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:44 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.0.1 HTTP/1.1" 200 9976 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:44 -0500] "GET /wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.0.1 HTTP/1.1" 200 1276 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:44 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:46 -0500] "GET /wp-includes/images/rss.png HTTP/1.1" 200 912 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:46 -0500] "GET /wp-content/themes/decoder/img/creativecommons.png HTTP/1.1" 200 5044 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:46 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:47 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.min.js?ver=1.4.9 HTTP/1.1" 200 22994 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:48 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 575 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:49 -0500] "GET /wp-content/plugins/tubepress/src/main/web/js/tubepress.js?ver=4.0.1 HTTP/1.1" 200 5610 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:49 -0500] "GET /wp-content/plugins/wordpress-code-snippet/scripts/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:50 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/styles/jquery.lightbox.min.css HTTP/1.1" 200 1150 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:50 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/loading.gif HTTP/1.1" 200 4295 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:51 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/prev.gif HTTP/1.1" 200 1569 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:51 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/next.gif HTTP/1.1" 200 1557 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:51 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/blank.gif HTTP/1.1" 200 346 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/previous.png HTTP/1.1" 200 541 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/pause.png HTTP/1.1" 200 459 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/play.png HTTP/1.1" 200 515 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/next.png HTTP/1.1" 200 552 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/close.png HTTP/1.1" 200 560 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:08:36:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/loading.gif HTTP/1.1" 200 2851 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
85.242.123.232 - - [02/Jan/2015:08:44:17 -0500] "GET / HTTP/1.1" 200 22480 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
84.45.122.217 - - [02/Jan/2015:08:53:01 -0500] "GET /CFIDE/administrator/ HTTP/1.1" 404 17814 "-" "-"
193.104.41.186 - - [02/Jan/2015:08:55:37 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
66.249.64.171 - - [02/Jan/2015:08:56:41 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.155.10.139 - - [02/Jan/2015:08:59:30 -0500] "GET /wp-content/uploads/2010/10/crm.jpg HTTP/1.1" 200 42699 "-" "Photon/1.0"
198.50.203.51 - - [02/Jan/2015:09:00:19 -0500] "GET /projects/ HTTP/1.1" 200 53946 "http://www.google.com/imgres?imgurl=http%3A%2F%2Fi2.wp.com%2Fjonathas.com%2Fwp-content%2Fuploads%2F2010%2F10%2Fcrm.jpg&imgrefurl=http%3A%2F%2Fjonathas.com%2Fprojects%2F&h=516&w=975&tbnid=HzdUogDyNAJ-ZM%3A&zoom=1&docid=utXvymantV2H5M&ei=2KOmVPnRAcSTuASQ_YKABw&tbm=isch&ved=0CHUQMyhNME0&iact=rc&uact=3&dur=1144&page=6&start=72&ndsp=16" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:21 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:22 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1136 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:22 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:22 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1054 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:22 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 486 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
198.50.203.51 - - [02/Jan/2015:09:00:22 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4026 "http://jonathas.com/projects/" "Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0"
